fec_ver_#,soft_name,soft_ver#,dec/nodec,date_fmat,namedelim,form_name,fec_idnum,committee,control_#,SCHEDULE_COUNTS_sa11a1,SCHEDULE_COUNTS_sb23
2.02,fecfile,3,dec,ccyymmdd,^,f3xn,c00117861,locke liddell & sapp llp pac,g978973r,00026,00006
